setting,workspace,milestone_id,model_run,result_path,resolved,recall,precision,score
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_claude-code_sonnet-4.6_run_002/milestone_seed_be3778b_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_claude-code_sonnet-4.6_run_002/milestone_seed_e662c19_1/evaluation/evaluation_result.json,0.0,0.8666666666666667,0.5833333333333334,0.6973180076628352
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_claude-code_sonnet-4.6_run_002/milestone_seed_e9a3625_1_sub-01/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_claude-code_sonnet-4.6_run_002/milestone_seed_e9a3625_1_sub-02/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_claude-code_sonnet-4.6_run_002/milestone_seed_e9a3625_1_sub-03/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_claude-code_sonnet-4.6_run_002/milestone_seed_f59af37_1/evaluation/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_claude-code_sonnet-4.6_run_002/milestone_seed_fba5938_1/evaluation/evaluation_result.json,0.0,0.0,0.09090909090909091,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/feature_enhancements/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_bug_fixes,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/maintenance_bug_fixes/evaluation/evaluation_result.json,0.0,1.0,0.5,0.6666666666666666
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_ui_ux,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/maintenance_ui_ux/evaluation/evaluation_result.json,0.0,0.9310344827586207,0.49122807017543857,0.6431305827307527
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_05df321_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_05df321_1/evaluation/evaluation_result.json,0.0,1.0,0.004081632653061225,0.008130081300813009
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3762d40_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_3762d40_1/evaluation/evaluation_result.json,0.0,0.0,0.0002566735112936345,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3f47487_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_3f47487_1/evaluation/evaluation_result.json,0.0,0.09090909090909091,0.0007898894154818325,0.0015661707126076742
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_56c7fc1_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_56c7fc1_1/evaluation/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_599112e_1/evaluation/evaluation_result.json,0.0,0.13333333333333333,1.0,0.23529411764705882
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_7ff1fd2_1/evaluation/evaluation_result.json,0.0,0.9655172413793104,1.0,0.9824561403508771
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_8bb4d44_1/evaluation/evaluation_result.json,0.0,0.125,1.0,0.2222222222222222
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_aa99601_1/evaluation/evaluation_result.json,0.0,0.0,0.011235955056179775,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_be3778b_1/evaluation/evaluation_result.json,0.0,0.7777777777777778,1.0,0.8750000000000001
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_e662c19_1/evaluation/evaluation_result.json,0.0,0.5333333333333333,0.47368421052631576,0.5017421602787456
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_e9a3625_1_sub-01/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_e9a3625_1_sub-02/evaluation/evaluation_result.json,0.0,0.8333333333333334,1.0,0.9090909090909091
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_e9a3625_1_sub-03/evaluation/evaluation_result.json,0.0,0.9545454545454546,1.0,0.9767441860465117
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_f59af37_1/evaluation/evaluation_result_filtered.json,0.0,0.6875,1.0,0.8148148148148148
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_codex_gpt-5.2-codex_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2-codex_run_001/milestone_seed_fba5938_1/evaluation/evaluation_result.json,0.0,0.0,0.09090909090909091,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/feature_enhancements/evaluation/evaluation_result.json,0.0,0.6923076923076923,1.0,0.8181818181818181
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_bug_fixes,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/maintenance_bug_fixes/evaluation/evaluation_result.json,0.0,1.0,0.42857142857142855,0.6
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_ui_ux,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/maintenance_ui_ux/evaluation/evaluation_result.json,0.0,0.9310344827586207,0.49122807017543857,0.6431305827307527
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_05df321_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_05df321_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3762d40_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_3762d40_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3f47487_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_3f47487_1/evaluation/evaluation_result.json,0.0,0.4090909090909091,0.11627906976744186,0.18108651911468812
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_56c7fc1_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_56c7fc1_1/evaluation/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_599112e_1/evaluation/evaluation_result.json,0.0,0.06666666666666667,1.0,0.125
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_7ff1fd2_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_8bb4d44_1/evaluation/evaluation_result.json,0.0,0.375,1.0,0.5454545454545454
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_aa99601_1/evaluation/evaluation_result.json,0.0,0.5,0.21428571428571427,0.3
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_be3778b_1/evaluation/evaluation_result.json,0.0,0.7777777777777778,1.0,0.8750000000000001
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_e662c19_1/evaluation/evaluation_result.json,0.0,0.4666666666666667,0.4444444444444444,0.45528455284552843
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_e9a3625_1_sub-01/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_e9a3625_1_sub-02/evaluation/evaluation_result.json,0.0,0.48333333333333334,1.0,0.6516853932584269
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_e9a3625_1_sub-03/evaluation/evaluation_result.json,0.0,0.9090909090909091,1.0,0.9523809523809523
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_f59af37_1/evaluation/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_codex_gpt-5.2_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.2_run_001/milestone_seed_fba5938_1/evaluation/evaluation_result.json,0.0,1.0,0.16666666666666666,0.2857142857142857
independent,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/feature_enhancements/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_bug_fixes,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/maintenance_bug_fixes/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_ui_ux,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/maintenance_ui_ux/evaluation/evaluation_result_filtered.json,0.0,0.0,0.03333333333333333,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_05df321_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_05df321_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3762d40_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_3762d40_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3f47487_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_3f47487_1/evaluation/evaluation_result_filtered.json,0.0,0.1,0.04225352112676056,0.05940594059405941
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_56c7fc1_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_56c7fc1_1/evaluation/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_599112e_1/evaluation/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_7ff1fd2_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_8bb4d44_1/evaluation/evaluation_result.json,0.0,0.0,1.0,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_aa99601_1/evaluation/evaluation_result.json,0.0,1.0,0.625,0.7692307692307693
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_be3778b_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_e662c19_1/evaluation/evaluation_result.json,0.0,0.8666666666666667,0.5833333333333334,0.6973180076628352
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_e9a3625_1_sub-01/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_e9a3625_1_sub-02/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_e9a3625_1_sub-03/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_f59af37_1/evaluation/evaluation_result_filtered.json,0.0,0.875,1.0,0.9333333333333333
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_codex_gpt-5.3-codex_run_002/milestone_seed_fba5938_1/evaluation/evaluation_result.json,0.0,0.0,0.09090909090909091,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/feature_enhancements/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_bug_fixes,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/maintenance_bug_fixes/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_ui_ux,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/maintenance_ui_ux/evaluation/evaluation_result.json,0.0,0.9310344827586207,0.49122807017543857,0.6431305827307527
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_05df321_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_05df321_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3762d40_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_3762d40_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3f47487_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_3f47487_1/evaluation/evaluation_result.json,0.0,0.2727272727272727,0.06666666666666667,0.10714285714285715
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_56c7fc1_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_56c7fc1_1/evaluation/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_599112e_1/evaluation/evaluation_result.json,0.0,0.4,1.0,0.5714285714285715
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_7ff1fd2_1/evaluation/evaluation_result.json,0.0,0.2413793103448276,0.5714285714285714,0.33939393939393936
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_8bb4d44_1/evaluation/evaluation_result.json,0.0,0.5,1.0,0.6666666666666666
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_aa99601_1/evaluation/evaluation_result.json,0.0,0.75,0.6666666666666666,0.7058823529411765
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_be3778b_1/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_e662c19_1/evaluation/evaluation_result.json,0.0,0.8666666666666667,0.5833333333333334,0.6973180076628352
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_e9a3625_1_sub-01/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_e9a3625_1_sub-02/evaluation/evaluation_result.json,0.0,0.8333333333333334,0.3591549295774648,0.5019685039370079
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_e9a3625_1_sub-03/evaluation/evaluation_result.json,0.0,0.6363636363636364,0.13157894736842105,0.21806853582554517
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_f59af37_1/evaluation/evaluation_result_filtered.json,0.0,0.0,0.0002651113467656416,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_gemini-cli_gemini-3-flash_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-flash_run_001/milestone_seed_fba5938_1/evaluation/evaluation_result.json,0.0,0.0,0.09090909090909091,0.0
independent,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_gemini-cli_gemini-3-pro_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-pro_run_001/feature_enhancements/evaluation/evaluation_result.json,0.0,0.6153846153846154,1.0,0.761904761904762
independent,element-hq_element-web_v1.11.95_v1.11.97,maintenance_bug_fixes,_gemini-cli_gemini-3-pro_run_001,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/mstone_trial/_gemini-cli_gemini-3-pro_run_001/maintenance_bug_fixes/evaluation/evaluation_result.json,1.0,1.0,1.0,1.0
